,City,region,Res_Comm,mkt_type,Quradate,National_exp,Alabama_exp,Sales_exp,Inventory_exp,Price_exp,Credit_exp
193,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,3.0
7710,Anniston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,2.0,2.0,3.0,2.0,3.0,2.0
13034,Alabaster,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,5.0,5.0,2.0,4.0,4.0
2161,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2014-04-15,4.0,4.0,3.0,3.0,3.0,3.0
13634,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,3.0
10075,Tusscumbia,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
2185,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,4.0
6734,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,5.0,4.0,5.0
10937,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,5.0,3.0,5.0,4.0
1034,Pansey,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,2.0
1026,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,4.0
10085,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,4.0,4.0,3.0,3.0
1316,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
3672,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,4.0,3.0
5247,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,2.0,4.0,4.0
9395,Mountain Brook,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,4.0,4.0,5.0,4.0,4.0,3.0
995,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,2.0,3.0,3.0
7542,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,4.0
988,Samson,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2014-04-15,4.0,4.0,4.0,4.0,2.0,3.0
6702,Mountain Brook,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,5.0,4.0,4.0
11885,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
2244,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-04-15,4.0,4.0,4.0,3.0,3.0,3.0
13979,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,4.0,3.0
11278,Gadsden,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,2.0,3.0,3.0
9828,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,4.0,4.0
4214,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,3.0,3.0,3.0,3.0
7229,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,3.0,3.0
8641,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,3.0,3.0,4.0,4.0
9047,mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,5.0,5.0,5.0,4.0,4.0,3.0
8206,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,5.0,4.0,3.0
4229,Pinson,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,4.0,4.0
5853,FAIRHOPE,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,5.0,4.0,5.0,5.0,4.0
2931,Talladega,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
10555,Orange Beach,South_Mobile-Baldwin,Residential,Rural,2014-04-15,3.0,3.0,3.0,3.0,3.0,4.0
9658,tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,4.0,4.0
12548,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,2.0,4.0,3.0
12538,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,2.0,3.0,3.0
8233,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,2.0,3.0,3.0
4685,New Hope,North_Huntsville-Decatur-Florence,Commercial,Rural,2014-04-15,3.0,5.0,4.0,5.0,3.0,3.0
8844,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,4.0,4.0
10735,Roanoke,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
3747,MUSCLE SHOALS,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,3.0,3.0
5819,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,4.0,3.0,2.0
4261,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,2.0,3.0,3.0
5812,mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,4.0,4.0
9025,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,5.0,4.0,4.0,4.0,4.0,3.0
2960,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,3.0,4.0
8264,gulf shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,3.0,3.0,3.0,3.0
12023,Attalla,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Rural,2014-04-15,4.0,4.0,4.0,3.0,3.0,3.0
4496,Gardendale,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,3.0
9019,Enterprise,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,1.0,1.0,1.0
12520,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
5878,mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,3.0
1463,Gadsden,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,4.0,2.0
7365,Crane Hill,North_Huntsville-Decatur-Florence,Residential,Rural,2014-04-15,2.0,3.0,3.0,2.0,2.0,2.0
396,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,4.0,3.0
12582,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,4.0
7209,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
476,Centre,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-04-15,4.0,3.0,3.0,3.0,3.0,1.0
10515,BIrmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,3.0
1637,Demopolis,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
4704,Wetumpka,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2014-04-15,4.0,4.0,4.0,3.0,3.0,2.0
2893,Homewood,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,4.0,4.0
12011,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,2.0,4.0,4.0
10522,Scottsboro,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,3.0,3.0
8125,Florence,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2014-04-15,2.0,3.0,3.0,2.0,3.0,3.0
7434,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,4.0
9073,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,4.0,2.0,3.0
2901,bremen,North_Huntsville-Decatur-Florence,Residential,Rural,2014-04-15,3.0,4.0,4.0,4.0,4.0,3.0
9737,Phenix City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
9758,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,2.0,4.0,3.0
3272,Decatur,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,4.0,3.0,3.0
2903,tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,3.0
8159,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,4.0,3.0,3.0,2.0,3.0,4.0
3270,mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,3.0
5150,gulf shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,5.0,5.0,4.0,5.0,3.0
12570,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,4.0,4.0
10533,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,3.0,3.0
1456,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,4.0
11447,Dadeville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2014-04-15,4.0,4.0,4.0,3.0,3.0,2.0
11713,Semmes,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,2.0,2.0,2.0,3.0,3.0,3.0
14090,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,3.0
24,Daphne,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,3.0,3.0,3.0,3.0
2916,TRUSSVILLE,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,3.0,3.0
448,Pelham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
14127,Prattville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2014-04-15,4.0,3.0,4.0,3.0,3.0,3.0
3809,Millbrook,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
1597,mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,4.0
266,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,4.0,3.0,3.0,4.0,3.0,1.0
7318,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,4.0,3.0,3.0,4.0,3.0,2.0
14178,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,3.0
5751,ENTERPRISE ,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,2.0
10654,"Opelika, ",South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2014-04-15,5.0,5.0,4.0,4.0,4.0,3.0
10701,Moody,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-04-15,3.0,3.0,3.0,2.0,3.0,2.0
4623,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-04-15,4.0,3.0,4.0,3.0,2.0,3.0
4338,Andalusia,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2014-04-15,3.0,4.0,4.0,4.0,3.0,2.0
13472,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,3.0
8964,Gulf SHores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,3.0,3.0
3792,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,5.0
8348,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,2.0,3.0,2.0
9690,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,4.0
8712,Atmore,South_Mobile-Baldwin,Residential,Rural,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
256,Irondale,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,3.0
3134,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,2.0,2.0,2.0,2.0,3.0,3.0
14202,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,4.0,4.0,4.0,3.0
13447,Arab,North_Huntsville-Decatur-Florence,Residential,Rural,2014-04-15,4.0,4.0,4.0,4.0,3.0,2.0
8952,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,3.0
11081,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,4.0
11648,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,2.0
10678,Pelham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,4.0,4.0
3166,Mccalla,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,2.0,2.0
7283,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,3.0,3.0
4299,aliceville,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,5.0,4.0,4.0
4307,SARALAND,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,5.0,5.0,5.0,5.0,4.0
12402,fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,4.0,5.0,4.0,4.0,4.0
5107,GULF SHORES,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,4.0,4.0,4.0
3122,sylacauga,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-04-15,3.0,4.0,4.0,2.0,2.0,2.0
8505,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,3.0,3.0,3.0,4.0
3073,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
5664,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,2.0,3.0,4.0,3.0,3.0,2.0
8385,Orange Beach,South_Mobile-Baldwin,Residential,Rural,2014-04-15,3.0,4.0,4.0,4.0,4.0,3.0
3205,Florence,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,4.0,5.0,4.0,4.0,4.0,4.0
10596,Athens,North_Huntsville-Decatur-Florence,Residential,Rural,2014-04-15,4.0,5.0,4.0,4.0,4.0,3.0
11095,Rainbow City,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,5.0,3.0,4.0
4599,Pike Road,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,3.0
8932,Prattville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,2.0,2.0,2.0
8293,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2014-04-15,2.0,2.0,2.0,2.0,2.0,3.0
12509,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,3.0
3762,Killen,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,3.0,3.0
13420,Decatur,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,5.0,4.0,4.0
4283,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,2.0,3.0,2.0
5637,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,2.0,2.0,2.0,3.0,3.0,1.0
1511,Slidell,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,3.0
3798,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,4.0,3.0
7361,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,2.0,3.0,4.0,4.0,3.0,2.0
1512,FAIRHOPE,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,2.0,3.0,3.0
13,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,2.0
3013,Phenix City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,3.0
335,Pike Road,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
14161,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,2.0,2.0
5113,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,4.0,4.0
8319,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,2.0,4.0,3.0
1526,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,4.0,4.0,3.0
3045,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
3184,Rainbow City,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,3.0
10637,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,3.0,3.0
13440,Saraland,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,3.0,5.0
7256,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
12491,Summerdale,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,4.0
1657,Columbiana,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,3.0
6910,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
4149,sylacauga,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-04-15,4.0,3.0,2.0,3.0,3.0,2.0
2784,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,3.0
5543,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,4.0
4751,Arab,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,4.0,3.0,3.0,3.0,3.0,3.0
11778,Luverne,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2014-04-15,2.0,2.0,2.0,3.0,2.0,2.0
12063,Alexander City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2014-04-15,5.0,4.0,4.0,3.0,3.0,3.0
8402,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,3.0,3.0
7412,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,4.0,5.0,4.0,4.0,3.0,2.0
14034,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,4.0,3.0
8060,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,4.0
1700,Homewood,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,4.0,4.0,4.0
8041,Daphne,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,3.0,3.0
14005,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
12751,Pell City,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,2.0,4.0,4.0
1762,Cullman,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-04-15,4.0,4.0,4.0,4.0,3.0,3.0
3323,Enterprise,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2014-04-15,3.0,2.0,2.0,2.0,3.0,3.0
3343,Trussville,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,2.0,3.0,3.0
9627,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,4.0,4.0,4.0,4.0
11764,Guntersville,North_Huntsville-Decatur-Florence,Residential,Rural,2014-04-15,3.0,3.0,4.0,2.0,4.0,3.0
5581,Brent,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-04-15,4.0,4.0,4.0,3.0,3.0,3.0
627,Foley,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,3.0
2810,mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,2.0
5079,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,4.0,2.0
3380,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-04-15,4.0,4.0,4.0,2.0,3.0,2.0
9127,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,2.0,3.0
6057,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,2.0,3.0
9813,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,4.0,3.0
2748,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,5.0,5.0,5.0,5.0,5.0,5.0
5508,Lexington,North_Huntsville-Decatur-Florence,Residential,Rural,2014-04-15,1.0,3.0,4.0,3.0,2.0,3.0
13316,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,4.0,3.0,3.0,3.0,4.0,3.0
4766,Homewood,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,2.0,5.0,2.0
10794,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,3.0
4127,Bay Minette,South_Mobile-Baldwin,Residential,Rural,2014-04-15,3.0,3.0,3.0,2.0,3.0,2.0
6130,Mobile,South_Mobile-Baldwin,Commercial,Rural,2014-04-15,3.0,3.0,3.0,3.0,2.0,2.0
13537,Florence,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,2.0,2.0
9156,cullman,North_Huntsville-Decatur-Florence,Residential,Rural,2014-04-15,3.0,3.0,4.0,4.0,3.0,2.0
4362,Gardendale,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,3.0,4.0,4.0,3.0
1741,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,2.0,2.0,2.0,1.0,3.0,2.0
6085,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,2.0,1.0,3.0,2.0,3.0,2.0
