,City,region,Res_Comm,mkt_type,Quradate,National_exp,Alabama_exp,Sales_exp,Inventory_exp,Price_exp,Credit_exp
8014,Vestavia Hills,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,4.0,2.0,2.0
10429,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,3.0,2.0,3.0,4.0
10382,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,4.0,3.0
7979,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,2.0,4.0,4.0
8017,Vestavia Hills,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,2.0
6067,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,5.0,4.0,3.0,3.0,4.0
14009,Dadeville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
1702,Orange  Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,2.0,2.0,3.0
10808,Lillian,South_Mobile-Baldwin,Commercial,Rural,2014-04-15,4.0,4.0,4.0,4.0,4.0,3.0
12712,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,3.0
14429,Fairhope,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,4.0,4.0,3.0,3.0,3.0,4.0
11041,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,3.0,4.0
14026,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,4.0,4.0,3.0,4.0
10462,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,4.0,5.0,3.0,3.0
1672,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,3.0,4.0
12331,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,4.0,3.0
10361,Bitmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,2.0,4.0,3.0,3.0,4.0,4.0
4171,Troy,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,1.0,3.0,2.0,3.0,2.0,3.0
4476,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,2.0,2.0,4.0,2.0
2821,Gardendale ,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,4.0,4.0
2826,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,3.0,3.0,3.0,3.0,3.0
8519,Spanish Fort,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,3.0,3.0
2845,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,4.0,3.0,3.0,2.0,2.0,2.0
13371,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,3.0
10764,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,4.0,3.0
4790,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,2.0,2.0,2.0,2.0,2.0,3.0
6195,Huntsville ,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,4.0,4.0
7946,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,4.0,5.0,5.0,4.0,4.0,4.0
5600,talladega,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-04-15,3.0,4.0,3.0,3.0,3.0,2.0
13516,Foley,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,2.0,4.0,4.0,3.0,4.0,3.0
9601,mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,3.0,3.0
12621,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,2.0,3.0,3.0
9093,cullman,North_Huntsville-Decatur-Florence,Residential,Rural,2014-04-15,3.0,3.0,3.0,3.0,3.0,2.0
11053,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,5.0,5.0,5.0,4.0,3.0,3.0
7403,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,4.0,4.0,5.0,4.0,4.0,4.0
10481,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,3.0,3.0
9125,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,2.0,3.0,3.0
14049,montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,4.0,3.0,3.0,3.0,3.0,3.0
2717,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,2.0,2.0,3.0,3.0,3.0
8762,McCalla,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,3.0
1695,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,4.0,5.0,3.0
3300,Homewood,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,2.0,3.0,4.0,4.0,3.0,3.0
8075,Homewood ,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,5.0,5.0,4.0,4.0,4.0
12051,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,2.0,4.0,3.0,3.0,3.0,3.0
8082,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,3.0,4.0,4.0,2.0,2.0,3.0
11516,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,4.0,3.0
3293,Fort Payne,North_Huntsville-Decatur-Florence,Residential,Rural,2014-04-15,4.0,5.0,4.0,4.0,3.0,3.0
2817,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,3.0,4.0
12647,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-04-15,4.0,4.0,4.0,3.0,4.0,3.0
3291,Andalusia,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2014-04-15,4.0,4.0,4.0,2.0,3.0,3.0
13551,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,3.0,4.0
11124,Cullman,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,4.0,4.0,3.0,3.0,3.0,4.0
6002,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,3.0,4.0
507,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-04-15,3.0,3.0,4.0,3.0,3.0,2.0
10399,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-04-15,2.0,4.0,5.0,4.0,3.0,3.0
2637,gulf shores,South_Mobile-Baldwin,Residential,Rural,2014-04-15,4.0,4.0,4.0,4.0,4.0,2.0
8917,Owens Cross Roads,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-04-15,3.0,3.0,3.0,3.0,3.0,3.0
8099,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,4.0,4.0,4.0
11799,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,3.0
7165,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-04-15,3.0,3.0,2.0,3.0,3.0,4.0
13350,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-04-15,3.0,4.0,4.0,3.0,3.0,4.0
1742,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,2.0,2.0,2.0,3.0,3.0,3.0
3770,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
1952,Dallas,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,3.0,4.0,2.0,3.0,2.0,2.0
9775,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,2.0,2.0,3.0,3.0,3.0,5.0
5184,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,1.0,2.0,2.0,2.0,2.0,2.0
13167,Robertsdale,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,4.0,4.0,4.0,3.0,3.0
13287,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,3.0,2.0,3.0,3.0,4.0
14223,anniston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,2.0,3.0,3.0,3.0,3.0
1984,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
7257,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-07-15,4.0,3.0,2.0,3.0,3.0,2.0
1763,Cullman,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-07-15,4.0,4.0,4.0,3.0,4.0,4.0
7166,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-07-15,3.0,3.0,4.0,3.0,3.0,4.0
8520,Spanish Fort,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,4.0,4.0,3.0,4.0,4.0
13441,Saraland,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,4.0,4.0,3.0,4.0,3.0
3731,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,3.0,4.0,4.0,3.0,3.0
9829,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,4.0,3.0,3.0,4.0,4.0
6911,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
1786,Foley,South_Mobile-Baldwin,Residential,Rural,2014-07-15,2.0,3.0,3.0,2.0,2.0,2.0
9931,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,4.0,4.0,4.0,3.0,4.0,3.0
5214,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,2.0,3.0,4.0,3.0,4.0,4.0
13426,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,4.0,4.0,3.0
1696,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,4.0,3.0
1852,Rainbow City,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,4.0,4.0,4.0,2.0,3.0,3.0
1921,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
7074,cullman,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,4.0,4.0,3.0,3.0,3.0,4.0
151,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2014-07-15,4.0,4.0,3.0,3.0,2.0,2.0
9901,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,4.0,4.0,4.0,3.0,4.0,4.0
13212,gulf shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,2.0,3.0,3.0,3.0,2.0,2.0
7059,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-07-15,2.0,2.0,2.0,2.0,3.0,4.0
11004,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,4.0,3.0,4.0,4.0,3.0,3.0
3688,Double Springs,North_Huntsville-Decatur-Florence,Residential,Rural,2014-07-15,3.0,2.0,2.0,3.0,3.0,3.0
7046,McCalla,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,4.0,3.0,4.0,4.0,4.0,3.0
9759,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
5151,gulf shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,4.0,5.0,5.0,5.0,5.0,5.0
8506,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,3.0,2.0,3.0,3.0
4545,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,2.0,3.0,2.0,3.0,3.0,2.0
5233,huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2014-07-15,3.0,2.0,3.0,2.0,2.0,3.0
7210,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
3673,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-07-15,4.0,4.0,4.0,3.0,3.0,4.0
9882,Odenville,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-07-15,4.0,3.0,3.0,4.0,2.0,3.0
7185,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,2.0,3.0,3.0,3.0
7230,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,4.0,4.0,3.0,3.0,3.0
14335,BIRMINGHAM,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
12060,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,4.0,4.0,3.0,3.0,3.0,3.0
6935,Enterprise,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,4.0,3.0,3.0
9929,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
9724,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,4.0,5.0,4.0,4.0,3.0,4.0
6953,Eclectic,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2014-07-15,3.0,3.0,4.0,3.0,4.0,3.0
5114,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,3.0,4.0,2.0,4.0,3.0
1944,Chelsea,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,2.0,3.0,3.0,3.0,3.0,3.0
7131,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,4.0,3.0,4.0,3.0,2.0
7117,Florence,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2014-07-15,4.0,4.0,4.0,3.0,3.0,3.0
13317,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-07-15,4.0,3.0,3.0,3.0,3.0,3.0
9720,tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,4.0,4.0,3.0,2.0,2.0,3.0
13194,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,3.0,4.0,3.0,3.0,3.0
13239,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
9740,Magnolia Springs,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-07-15,4.0,4.0,3.0,4.0,2.0,4.0
9799,Hsv,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,4.0,3.0,4.0,3.0,3.0,3.0
9915,Tuscalosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
13396,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,2.0,3.0,2.0,3.0,3.0,3.0
5251,Ozark,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2014-07-15,3.0,3.0,3.0,3.0,2.0,3.0
14351,Hope Hull,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-07-15,2.0,3.0,3.0,3.0,2.0,3.0
8845,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
6960,montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,3.0,2.0,2.0,3.0
1598,mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-07-15,4.0,4.0,4.0,3.0,4.0,4.0
1886,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,4.0,5.0,4.0,3.0,4.0,4.0
11473,Huntsville,North_Huntsville-Decatur-Florence,Commercial,Suburban_Urban,2014-07-15,3.0,4.0,3.0,3.0,3.0,4.0
8571,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,4.0,5.0,5.0,4.0,5.0,4.0
2793,Gardendale ,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,4.0,4.0,3.0,3.0,4.0
5582,Brent,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-07-15,4.0,4.0,4.0,4.0,3.0,3.0
2811,mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,3.0,4.0,3.0,4.0,3.0
10463,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
3294,Fort Payne,North_Huntsville-Decatur-Florence,Residential,Rural,2014-07-15,4.0,4.0,4.0,3.0,3.0,3.0
6003,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,4.0,4.0,4.0,4.0
12648,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-07-15,4.0,4.0,4.0,4.0,4.0,3.0
10482,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,3.0,4.0,4.0,4.0,4.0,4.0
12332,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,4.0,4.0,4.0,5.0,5.0,2.0
6016,Daphne,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,4.0,3.0
10493,Enterprise,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,2.0,4.0
2858,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,2.0,3.0,4.0,4.0,3.0,4.0
25,Daphne,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
5993,Arab,North_Huntsville-Decatur-Florence,Residential,Rural,2014-07-15,2.0,2.0,2.0,3.0,3.0,3.0
5601,talladega,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-07-15,3.0,4.0,4.0,3.0,3.0,3.0
3279,Mobile,South_Mobile-Baldwin,Residential,Rural,2014-07-15,5.0,5.0,4.0,4.0,4.0,3.0
12581,Atlanta,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,4.0,4.0,4.0,4.0,4.0,2.0
10516,BIrmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,4.0,3.0,3.0
5616,Orange Beach,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,4.0,4.0,4.0,4.0,4.0,3.0
8750,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,3.0,4.0,4.0,4.0,4.0
12622,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
3273,Decatur,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,3.0,2.0,2.0,2.0,2.0,2.0
3301,Birmingham ,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,2.0,3.0,3.0,2.0,2.0,3.0
6036,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,4.0,3.0,4.0,2.0,2.0
10362,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,4.0,3.0,2.0,3.0,4.0
2638,gulf shores,South_Mobile-Baldwin,Residential,Rural,2014-07-15,4.0,5.0,4.0,4.0,4.0,3.0
2670,Livingston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-07-15,3.0,3.0,2.0,3.0,3.0,3.0
3381,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-07-15,2.0,2.0,3.0,2.0,3.0,2.0
12752,Pell City,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,4.0,4.0,4.0,3.0,4.0,4.0
10375,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-07-15,3.0,3.0,4.0,4.0,4.0,3.0
3352,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,3.0,4.0,4.0,4.0,3.0,2.0
10809,Lillian,South_Mobile-Baldwin,Commercial,Rural,2014-07-15,4.0,4.0,4.0,3.0,4.0,3.0
6156,Cullman,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2014-07-15,3.0,3.0,2.0,2.0,1.0,2.0
4477,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,2.0,3.0,3.0
8763,McCalla,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,4.0,4.0,3.0,3.0,2.0
10795,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
12713,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,4.0,4.0,3.0,3.0,3.0,3.0
6142,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2014-07-15,3.0,4.0,4.0,4.0,4.0,4.0
11490,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,4.0,4.0,4.0,5.0,2.0,4.0
5509,Lexington,North_Huntsville-Decatur-Florence,Residential,Rural,2014-07-15,2.0,2.0,3.0,2.0,3.0,3.0
2772,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-07-15,4.0,4.0,4.0,3.0,4.0,3.0
10430,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
14430,Fairhope,South_Mobile-Baldwin,Commercial,Suburban_Urban,2014-07-15,3.0,4.0,3.0,3.0,3.0,3.0
6058,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-07-15,3.0,3.0,4.0,3.0,4.0,3.0
10400,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,2.0,2.0,2.0,4.0,4.0,3.0
2897,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,2.0,2.0,2.0,2.0,2.0,3.0
5941,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,3.0,2.0,3.0,2.0,3.0
10526,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-07-15,4.0,4.0,3.0,2.0,2.0,3.0
12487,Saraland,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,3.0,4.0,3.0,2.0,3.0
3014,Phenix City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-07-15,3.0,4.0,4.0,3.0,3.0,4.0
5764,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,4.0,3.0,4.0
10627,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2014-07-15,3.0,4.0,3.0,3.0,4.0,4.0
3185,Rainbow City,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,4.0,3.0,3.0,3.0,3.0
8676,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2014-07-15,3.0,3.0,2.0,3.0,2.0,2.0
3046,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
10638,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
4497,Gardendale,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2014-07-15,3.0,4.0,4.0,3.0,3.0,3.0
12492,Summerdale,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,3.0,3.0,3.0,3.0,3.0,3.0
5665,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2014-07-15,2.0,3.0,2.0,2.0,2.0,4.0
3081,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2014-07-15,4.0,3.0,3.0,4.0,4.0,3.0
